Sr No,Raga Name,Archive No.,Audio_Number,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files,,
294,Maru_bihaag,IN-AIR-DSA-GT-M00-024331,12237-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MINAKSHI MUKHERJEE,,,MINAKSHI MUKHERJEE,,,Vocal," TABLA-  GIRISH NALAVDE,   HARMONIUM-  SUDHIR NAYAK",MARU BIHAG (NIGHT),TEEN TAL,ALSAYE NAYAN,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,ALSAYE NAYAN,,MUMBAI,,08-06-2015 10:58,08-06-2015 10:58,Ingest,1,1,37,,
295,Bhinna_shadaja,IN-AIR-DSA-GT-M00-032485,14363-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PRAKASH SANGEET,PRAKASH SANGEET (VOCAL),THIRUTHURAIYUR T.N. KALIYAMOORTHY,,,,Vocal, TABLA-   VISHWANATH SHIRODKAR	   HARMONIUM-   SEEMA SHIRODKAR,BHINNA SHADAJA (NIGHT),MADHYALAYA,"RADHIKA RAMAN GIRDHARI,",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,22-07-2015 15:20,22-07-2015 15:20,Ingest,1,1,49,,
296,Maru_bihaag,IN-AIR-DSA-GT-M00-023943,10833-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RITESH & RAJNISH MISHRA,,,RITESH & RAJNISH MISHRA,,,Vocal Duet,"TABLA-  SHRI NAKUL MISHRA,  HARMONIUM-  AJAY JOGLEKAR",MARU BIHAG (NIGHT),EK TAL,PAYYAN TORI LAGI RAHOON SAYYAN,,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,PAYYAN TORI LAGI RAHOON SAYYAN,,DELHI,,11-05-2015 11:20,11-05-2015 11:20,Ingest,1,1,56,,
297,Maru_bihaag,IN-AIR-DSA-GT-M00-033559,17480-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. DINA NATH MISHRA,DINA NATH MISHRA (PUNDIT) (VOCAL),,,,,Vocal," TABLA-   JAI SHANKAR MISHRA,   HARMONIUM-   SMT. PAROMITA MUKHERJEE,",MARU BIHAG (NIGHT),EK TAL,,,,,VILAMBIT &DRUT GAT,AKASHVANI SANGEET SAMMELAN - 2012,,,,,,,CUT-01,,,,,09-09-2015 11:45,09-09-2015 11:45,Ingest,1,1,113,,
298,Maru_bihaag,IN-AIR-DSA-GT-M00-024287,12068-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAJENDRA SINGH,,,RAJENDRA SINGH,,,Vocal,"TABLA-  VINOD LELE, HAMONIUM- PAROMITA MUKHERJEE",MARU BIHAG (NIGHT),EK TAL,KAL NAHIN AYE,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,KAL NAHIN AYE,,DELHI,,04-06-2015 13:01,04-06-2015 13:01,Ingest,1,1,70,,
299,Jaijaiwanti,IN-AIR-DSA-GT-M00-027359,15491-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ANJANA NATH,,,ANJANA NATH,,VOCAL RECITAL,Vocal,"TABLA- PARIMAL CHAKARAVARTY,   HARMONIUM-  DINKER SHARMA",JAIJAIWANTI (NIGHT),EK TAL,"LAL MOSE PREET NA JANO, DESI MARO DONGAR RE",,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,PART 01,"LAL MOSE PREET NA JANO, DESI MARO DONGAR RE",,UTTAR PRADESH,,11-08-2015 16:35,11-08-2015 16:35,Ingest,1,1,73,,
300,Maru_bihaag,IN-AIR-DSA-GT-M00-024730,12918-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SUSHRI. VIRAJ AMAR,,,SUSHRI. VIRAJ AMAR,,VOCAL RECITAL,Vocal, TABLA-   VINOD VAISHNAV  SARANGI-  ALLAH RAKHA KALAWANT  HARMONIUM-  JAYANT PHARKE,MARU BIHAG (NIGHT),EK TAL,RASIYA HO NA JA,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,16-06-2015 15:59,16-06-2015 15:59,Ingest,1,1,75,,
301,Maru_bihaag,IN-AIR-DSA-GT-M00-023976,10957-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RITA ROY,,,RITA ROY,,,Vocal," TABLA-  PT. SUJEET SAHA,   HARMONIUM-  RATTAN NATTO",MARU BIHAG (NIGHT),EK TAL,RASIA HO NA JAYE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,RASIA HO NA JAYE,,KOLKATA,,12-05-2015 14:34,12-05-2015 14:34,Ingest,1,1,78,,
302,Maru_bihaag,IN-AIR-DSA-GT-M00-022182,8250-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PRABHAKR KASHYAP &  DIWAKAR KASHYAP (TAAL-VILAMBIT IN EK TAAL & MADHIYALAY IN TEEN TAAL) PART 01,,,PRABHAKR KASHYAP &  DIWAKAR KASHYAP,Santoor,,Vocal Duet,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",MARU BIHAG (NIGHT),TEEN TAL,TAIYAIN TORI LAG RAHI (JANAM JANAM) RAT KE ALSWAYE PIYA (KAHU KALWARIYA),,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  RAMDASS PARSULE,	  HARMONIUM-  CHAITANYA KUNTAY",,,,,,PART 01,,,,,10-02-2015 16:30,10-02-2015 16:30,Ingest,1,1,82,,
303,Maru_bihaag,IN-AIR-DSA-GT-M00-024335,12250-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY AJAY CHAKRAVARTY,AJAY CHAKRAVARTY (Pundit) (VOCAL),,AJAY CHAKRAVARTY,,,Vocal, TABLA-  SAMAR SAHA  HARMONIUM-  RUPASHREE BHATTACHARYA,MARU BIHAG (NIGHT),EK TAL,RATIYA HAMARI BERAN BHAE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,RATIYA HAMARI BERAN BHAE,,KOLKATA,,08-06-2015 11:55,08-06-2015 11:55,Ingest,1,1,96,,
304,Marwa,IN-AIR-DSA-GT-M00-023971,10952-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SRI M. VENKATESH KUMAR,,,M. VENKATESH KUMAR,,,Vocal," TABLA-  PANDIT RAGHUNATH 	NAKOD,   HARMONIUM-  SRI VASNTKANAKAPUR",MARWA (EVENING),EK TAL,PIYA MORE ANATH,,,,VILAMBIT KHAYAL,NATIONAL PROG. OF MUSIC,,,,,,,PART 01,PIYA MORE ANATH,,DHARWAD,,12-05-2015 14:04,12-05-2015 14:04,Ingest,1,1,55,,
305,Chandrakauns,IN-AIR-DSA-GT-M00-032329,13712-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY DEEPAK CHATTERJEE,,,,,,Vocal," TABLA-   PT. MANMOHAN,  HARMONIUM-  SH.JAI RAM",CHANDRAKAUNS(BAGESHRIANG) (NIGHT),EK TAL,"BAIRAN HO GAYI RAAIN, VANDAN CHARAN TUMHARE PRABHU JI.",,,,,,,,,,,,CUT-01,,,,,06-07-2015 14:49,06-07-2015 14:49,Ingest,1,1,58,,
306,Marwa,IN-AIR-DSA-GT-M00-022134,8169-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. MANOJIT MALIK (TAAL-VILAMBIT EK TAAL & DRUT EK TAAL & DRUT TEEN TAAL),,,PT. MANOJIT MALIK,,,Vocal,"TABLA- PARIMAL CHAKRAVARTY,  HARMONIUM-  HIRANMAY MITTRA,  SARANGI-  SARWAR HUSSIAN",MARWA (EVENING),TEEN TAL,JIYA KULAYE  SHAN BHAI NA AAYE SHAYAM ALBELA MERE MANHARWA,,,,,RAVIVASURIYA AKHIL BHRTIYA SANGEET SHABHA,"TABLA- PARIMAL CHAKRAVARTY,  HARMONIUM-  HIRANMAY MITTRA,  SARANGI-  SARWAR HUSSIAN",,,,,,,,,,,06-02-2015 16:05,06-02-2015 16:05,Ingest,1,1,78,,
307,Shuddha_bairav,IN-AIR-DSA-GT-M00-032524,14429-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SHUDDHA BHAIRAV (MORNING),EK TAL,GARIB NAWAZ GOSAINA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-02,,,,,23-07-2015 15:54,23-07-2015 15:54,Ingest,1,1,10,,
308,Megh,IN-AIR-DSA-GT-M00-024338,12261-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SUKHADEV CHATURVEDI,SUKHDEV BIHARI CHATURVEDI (VOCAL),,SUKHADEV CHATURVEDI,,,Vocal," PAKHAWAJ-  MANIK MUNDE,  SARANGI- ANWAR HUSSAIN",MEGH (NIGHT),SOOL TAL,NACHAT MOORAN SANG,,,,,NATIONAL PROGRAMME OF MUSIC,,,,SWAMI HARI DAS,,,PART 02,NACHAT MOORAN SANG,,MUMBAI,,08-06-2015 12:29,08-06-2015 12:29,Ingest,1,1,31,,
309,Megh,IN-AIR-DSA-GT-M00-024212,11802-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHRI GANPATI BHATT,GANAPATI BHAT (VOCAL),,SHRI GANPATI BHATT,,,Vocal,"  HARMONIUM-  DR. PANCHAKSHRI HIREMATH,  TABLA-  SHRI GOPALAKRISHNA HEGDE",MEGH (NIGHT),JHAPTAL,GARAJ GHATA,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,GARAJ GHATA,,DHARWAD,,01-06-2015 12:31,01-06-2015 12:31,Ingest,1,1,58,,
310,Megh,IN-AIR-DSA-GT-M00-024154,11591-1-1.wav,HINDUSTANI CLASSICAL VOCAL DUET BY RAJESH MISHR AND GEETESH MISHR,,,RAJESH MISHR AND GEETESH MISHR,,,Vocal Duet," TABLA-  SUDHIR PANDEY,  SARANGI- KAMAL AHMED,   HARMONIUM-  VINAY MISHRA",MEGH (NIGHT),EK TAL,AYEE RI BARKHA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,AYEE RI BARKHA,,DELHI,,25-05-2015 16:20,25-05-2015 16:20,Ingest,1,1,91,,
311,Mian_malhar,IN-AIR-DSA-GT-M00-024847,12829-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. YASH PAL,YASH PAL (PROF.) (VOCAL),,PT. YASH PAL,,,Vocal," TABLA-   PRASUN CHATTERJEE,  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,   HARMONIUM-   SAJJAD AHMED",MIAN KI MALHAR (NIGHT),EK TAL,UMADH GHAN GHUMADH BADARWA AYE,AGRA,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,UMADH GHAN GHUMADH BADARWA AYE,,JALANDHAR,,15-06-2015 16:16,15-06-2015 16:16,Ingest,1,1,30,,
312,Jaunpuri,IN-AIR-DSA-GT-M00-032440,14151-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ASLAM KHAN,,,,,,Vocal,,JAUNPURI (MORNING),EK TAL,PIHARVA JAGO RE & TU AB RANG GHOLI,,,,,,,,,,,,CUT-03,,,,,14-07-2015 15:11,14-07-2015 15:11,Ingest,1,1,48,,
313,Bihag,IN-AIR-DSA-GT-M00-027008,14867-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY GIRISH CHATTOPADHYAY,,,GIRISH CHATTOPADHYAY`,,VOCAL RECITAL,Vocal," TABLA-  ASIT KUMAR JANA,   HARMONIUM-  HIRANMOY MITRA",BIHAG (NIGHT),EK TAL,KAISE SUKH SOVE NINDARIYA,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,KAISE SUKH SOVE NINDARIYA,,WEST BENGAL,,03-08-2015 10:58,03-08-2015 10:58,Ingest,1,1,62,,
314,Deepak,IN-AIR-DSA-GT-M00-032581,14583-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY INUDUDHAR NIRODI,,,,,,Vocal, TABLA-   PT. RAVINDER YAVGAL   HARMONIUM-   VASANT KAN KOUR,DEEPAK (NIGHT),EK TAL,"CHOWK PURWAO RE ALI,",,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,28-07-2015 11:11,28-07-2015 11:11,Ingest,1,1,113,,
315,Mian_malhar,IN-AIR-DSA-GT-M00-023962,10911-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY,MADHAV INGLE (VOCAL),,PT. MADHAV INGALE,,,Vocal,"TABLA-  RAM DASS PARSULE 	  HARMONIUM-  SANJAY GOKTE,  VIOLIN-   PT. RATNAKR GOKHLE",MIAN MALHAR (NIGHT),,BIJLI CHAMKE BARSE MEHRAVA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,BIJLI CHAMKE BARSE MEHRAVA,,PUNE,,11-05-2015 16:29,26-05-2015 12:53,Manager,1,1,35,,
316,Mian_malhar,IN-AIR-DSA-GT-M00-022194,8262-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. VIDYA KATGADE (TAAL-VILAMBIT IN EK TAAL & DRUT IN TEEN TAAL) PART 01,,,SMT. VIDYA KATGADE,,,Vocal,"TABLA-  SHRI MILIND POTEY,	  HARMONIUM-  CHAITANYA KUNTEY",MIAN MALHAR (NIGHT),TEEN TAL,KARIM NAAM TERO... BIJURI CHAMKE MEGHA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  SHRI MILIND POTEY,	  HARMONIUM-  CHAITANYA KUNTEY",,,,,,PART 01,,,,,11-02-2015 12:56,11-02-2015 12:56,Ingest,1,1,78,,
317,Mian_malhar,IN-AIR-DSA-GT-M00-024238,11865-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SANJEEV CHIMALGI,,,SANJEEV CHIMALGI,,,Vocal," TABLA-  VISHWANATH SHIRODKER,   HARMONIUM-  SEEMA SHIRODKER",MIAN MALHAR (NIGHT),EK TAL,KAREEM NAAM TERO,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,KAREEM NAAM TERO,,MUMBAI,,02-06-2015 12:02,02-06-2015 12:02,Ingest,1,1,74,,
318,Mian_malhar,IN-AIR-DSA-GT-M00-024544,12287-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. VIDYA KATGARE,,,SMT. VIDYA KATGARE,,VOCAL RECITAL,Vocal," TABLA-  MILIND POTE,   HARMONIUM-  CHAITANYA KUNTE",MIAN MALHAR (NIGHT),EK TAL,KARIM NAAM TERO,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,PUNE,,08-06-2015 13:44,08-06-2015 13:44,Ingest,1,1,35,,
319,Mian_malhar,IN-AIR-DSA-GT-M00-024697,12799-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY DR. HARISH TIWARI, CUT- 01",,,DR. HARISH TIWARI,,VOCAL RECITAL,Vocal,TABLA-  VINOD LELE  HARMONIUM-  SHRIRAM HASABNIS,MIAN MALHAR (NIGHT),,,,,,,AKASHWANI SNGEET  SAMMELAN,,,,,,,,,,PUNE,,15-06-2015 14:51,15-06-2015 14:51,Ingest,1,1,78,,
320,Mishra_bhairavi,IN-AIR-DSA-GT-M00-025637,11863-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY VINAYAK TORVI, CUT- 03",VINAYAK TORVI (VOCAL),,VINAYAK TORVI,,VOCAL RECITAL,Vocal, HARMONIUM-  VYAS MURTI KATTI,MISHRA BHAIRAVI (ANYTIME),,MARATHI ABHANG,,,,,AKASHVANI SANGEET SAMMELAN,,,,SAINT TUKARAM,,,PART 1,,,INDORE,,02-06-2015 11:47,02-06-2015 11:47,Ingest,1,1,22,,
321,Mishra_bhairavi,IN-AIR-DSA-GT-M00-024223,11822-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY ALKA DEO MARULKAR,ALKA DEO MARULKAR (VOCAL),,ALKA DEO MARULKAR,,,Vocal,"TABLA-  VISHWANATH SHELUDKAR,  HARMONIUM-  VISHWANATH KANHERE",MISHRA BHAIRAVI (ANYTIME),,RAS KE BHARE TORE NAIN,,,,THUMARI,AKASHWANI SANGEET SAMMELAN OCTOBER 2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,RAS KE BHARE TORE NAIN,,DELHI,,01-06-2015 14:30,01-06-2015 14:30,Ingest,1,1,29,,
322,Mishra_bhairavi,IN-AIR-DSA-GT-M00-024303,12107-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal," TABLA-   USTAD HIDAYAT KHAN,   HARMONIUM-  SHARIEF AHMAD,  SARANGI- LIAQAT ALI KHAN",MISHRA BHAIRAVI (ANYTIME),,HO GAYEE DERIYA PIYA KE AWAN KI,,,,DADRA,"AKASHAVNI SANGEET SAMMELAN-2006, HYDERABAD (NATIONAL PROGRAMME OF MUSIC)",,,,,,,PART 05,HO GAYEE DERIYA PIYA KE AWAN KI,,DELHI,,05-06-2015 10:41,05-06-2015 10:41,Ingest,1,1,17,,
323,Mishra_desh,IN-AIR-DSA-GT-M00-022165,8225-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SHUBHADA PARADKAR PART 03,,,SHUBHADA PARADKAR,,,Vocal," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",MISHRA DES (NIGHT),PASHTO,PAYIYA PARU SISH SAWARU,,,,TAPPA,NATIONAL PROG. OF MUSIC," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",,,,,,PART 03,,,AURANGABAD,,10-02-2015 11:57,10-02-2015 11:57,Ingest,1,1,22,,
324,Mishra_desh,IN-AIR-DSA-GT-M00-022104,8056-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. JAY SHREE RANDE (RAAG-THUMRI IN MISHR DESH) PART 03,,,SMT. JAY SHREE RANDE,,,Vocal,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",MISHRA DES (NIGHT),,,,,,THUMARI,NATIONAL PROG. OF MUSIC,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",,,,,,PART 03,,,,,05-02-2015 10:49,18-03-2015 12:08,Administrator,1,1,32,,
325,Mishra_desh,IN-AIR-DSA-GT-M00-024553,12352-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY USTAD ASLAM KHAN, CUT- 02",ASLAM HUSSAIN KHAN (VOCAL),,USTAD ASLAM KHAN,,,Vocal," TABLA-  SHRI ANISH PRADHAN,   HARMONIUM-  SHRI SUDHIR NAYAK",MISHRA DES (NIGHT),ROOPAK,PAYYAN PADOONGI & BIJLI CHAMKE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,MUMBAI,,09-06-2015 15:02,09-06-2015 15:02,Ingest,1,1,40,,
326,Mishra_gara,IN-AIR-DSA-GT-M00-021349,7122-1-1.wav,"HINDUSTANI CLASSICAL VOCAL - DR. CHATANA BANAVAT, BARSAN LAAGI BADARIYA, PART 03",,,,,,,"TABLA-  VINOD LELE,  SARANGI-  GULAM ALI,  HARMONIUM-  VINAY MISHRA, TANPURA- SIKHA & RAKHA",MISHRA GARA (NIGHT),,BOL JIYA MORA NA LAGE,,,,,,,,,,,,PART 03,,,,,30-12-2014 12:38,30-12-2014 12:38,Ingest,1,1,48,,
327,Kaunsi_kanada,IN-AIR-DSA-GT-M00-024902,13005-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY BHARATI VAISHAMPAYAN,,,BHARATI VAISHAMPAYAN,,,Vocal," TANPURA- HRISHIKESH BODAS''A' STAFF,  TABLA-  KEDAR VAISHAMPAYAN""BH'',   HARMONIUM-  CHINMAYA KOHATAKAR'B",KAUSHIK KANADA (NIGHT),EK TAL,RAJAN KE SIR TAJ,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,RAJAN KE SIR TAJ,,SRINAGAR,,17-06-2015 15:19,17-06-2015 15:19,Ingest,1,1,48,,
328,Mishra_jhinjhoti,IN-AIR-DSA-GT-M00-024327,12208-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY RAJSHREE PATHAK,,,RAJSHREE PATHAK,,,Vocal," TABLA-  SHRI KUBER NATH MISHRA,   HARMONIUM-  SHRI SUBHASH DASAKKAR,  SARANGI- SHRI NASEER KHAN",MISHRA JHINJHOTI (NIGHT),,SAKHI BARKHA RITU AYEE,,,,THUMARI,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,SAKHI BARKHA RITU AYEE,,LUCKNOW,,05-06-2015 15:35,05-06-2015 15:35,Ingest,1,1,35,,
329,Bhopali,IN-AIR-DSA-GT-M00-032418,14046-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY L. K .PANDIT,L. K. PANDIT (VOCAL),,,,,Vocal,,BHOPALI (NIGHT),EK TAL,JAB HI SAB NIRPAT NIRASH BHAYE.,,,,,SPECIAL RECORDING FOR AIR ARCHIVES.,,,,,,,CUT-04,,,,,10-07-2015 16:19,10-07-2015 16:19,Ingest,1,1,9,,
330,Mishra_khamaj,IN-AIR-DSA-GT-M00-022089,8013-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PROF. UMA GARG PART 03,,,PROF. UMA GARG,,,Vocal,"TABLA-  USTAD AKHATAR HASSAN,  SARANGI-  PT. BHARAT BHUSAN, TANPURA- SUMANT MUKHARJEE & SHIV DUBEY",THUMARI MISHRA KHAMAJ (EVENING),,MANAT NAHI SHYAM,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  USTAD AKHATAR HASSAN,  SARANGI-  PT. BHARAT BHUSAN, TANPURA- SUMANT MUKHARJEE & SHIV DUBEY",,,,,,PART 03,MANAT NAHI SHYAM,,,,04-02-2015 12:27,04-02-2015 12:27,Ingest,1,1,23,,
331,Mishra_khamaj,IN-AIR-DSA-GT-M00-022121,8122-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MOHINDER SINGH PART 01,,,MOHINDER SINGH,,,Vocal,"TABLA-  SHRI KALE RAM,   SARANGI-  SHRI SEMENDER PAL SINGH",MISHRA KHAMAJ (EVENING),DEEPCHANDI,SHYAM SUNDER BANVARI,,,,THUMARI,,"TABLA-  SHRI KALE RAM,   SARANGI-  SHRI SEMENDER PAL SINGH",,,,,,PART 01,,,JALANDHAR,,06-02-2015 11:19,06-02-2015 11:19,Ingest,1,1,32,,
332,Mishra_khamaj,IN-AIR-DSA-HT-M00-022102,8049-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SMT. JAY SHREE RANDE PART 01,,,SMT. JAY SHREE RANDE,,,,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",MISHRA KHAMAJ (EVENING),,,,,,THUMARI,NATIONAL PROG. OF MUSIC,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",,,,,,PART 01,,,,,04-02-2015 16:54,18-03-2015 12:11,Administrator,1,1,36,,
333,Mishra_khamaj,IN-AIR-DSA-GT-M00-024158,11603-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY SABITA DEVI,SAVITA DEVI (VOCAL),,SAVITA DEVI,,,Vocal,,MISHRA KHAMAJ (EVENING),,JAO WAHIN TUM SHYAM JAHAN SARI RAIN JAGE HO,,,,THUMARI,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 02,JAO WAHIN TUM SHYAM JAHAN SARI RAIN JAGE HO,,,,26-05-2015 11:06,26-05-2015 11:06,Ingest,1,1,47,,
334,Mishra_khamaj,IN-AIR-DSA-GT-M00-024572,12385-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SMT. MALASHRI PRASAD, CUT- 02",,,SMT. MALASHRI PRASAD,,VOCAL RECITAL,Vocal,,MISHRA KHAMAJ (EVENING),,BALI UMAR LADKIYA,,,,DADRA,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,,,,HYDRABAD,,09-06-2015 16:31,09-06-2015 16:31,Ingest,1,1,19,,
335,Mishra_pahadi,IN-AIR-DSA-GT-M00-024574,12388-1-1.wav,"HINDUSTANI CLASSICAL VOCAL BY SMT. MALASHRI PRASAD, CUT- 04",,,SMT. MALASHRI PRASAD,,VOCAL RECITAL,Vocal," TABLA-  SHRI NAWAB ALI KHAN,  SARANGI- PANDIT BHARATBHUSHAN , GOSWAMI,   HARMONIUM-  SHRI BADLU KHAN",MISHRA PAHADI (NIGHT),,JAYE NA PAYO HAMARI GALI SHYAM,,,,DADRA,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,SANT THYAGA RAJA,,,,,,HYDRABAD,,09-06-2015 16:37,09-06-2015 16:37,Ingest,1,1,23,,
336,Mishra_pahadi,IN-AIR-DSA-GT-M00-024150,11584-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY MUJAHID HUSSAIN KHAN,,,MUJAHID HUSSAIN KHAN,,,Vocal," SARANGI-  BHARAT BHUSHAN GOSWAMI, TABLA-  PRASUN CHETTERJEE,  HARMONIUM-  SAJJAD AHMAD",MISHRA PAHADI (NIGHT),,SAJAN BIN MOHE NEEND NA AYE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,SAJAN BIN MOHE NEEND NA AYE,,DELHI,,25-05-2015 15:53,25-05-2015 15:53,Ingest,1,1,22,,
337,Mishra_pahadi,IN-AIR-DSA-GT-M00-024127,11501-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY USTAD LAKSHMAN DAS SINDHU,,,USTAD LAKSHMAN DAS SINDHU,,,Vocal," TABLA-  SALEEM AHMED,  SARANGI- GHULAM SABIR",MISHRA PAHADI (NIGHT),,JO BHAROSA JANE TERA,,,,THUMARI,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 04,JO BHAROSA JANE TERA,,DELHI,,22-05-2015 16:20,22-05-2015 16:20,Ingest,1,1,32,,
338,Hindol,IN-AIR-DSA-GT-M00-026312,16340-1-1.wav,HINDUSTANI CLASSICAL VOCAL BY PT. PREM KUMAR MALIK- CUT 03,PREM KUMAR MALLIK (VOCAL),,,,VOCAL RECITAL,Dhrupad Dhamar," PAKHAWAJ-  TAPUS DAS,  SARANGI-  VINOD MISHRA",HINDOL (MORNING),,,DARBHANGA,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,EPISOD- 01,,VOCAL,AGARTALA,,24-08-2015 15:34,30-05-2019 12:39,Manager,1,1,18,,
