Audio_file,Raga Name,Tonic,Remarks,Artist Hindustani Music,Artist Others,Singer,Instrument,Vocals,Type,Accompanist,Raga,Tala,Bol,Gharana,Doha,Kaand,Compositions,Occasion,Participants,Director,Producer,Composer,Narrator,Lyricist,Episode,First Line of Song,Items,State / Region,Performers Conductor,Creation Date,Modification Date,Modified By,Track Count,Track Version Count,number of 30 second files
Chandrakauns-2,Chandrakauns,C#,HINDUSTANI CLASSICAL VOCAL BY DEEPAK CHATTERJEE,,,,,,Vocal," TABLA-   PT. MANMOHAN,  HARMONIUM-  SH.JAI RAM",CHANDRAKAUNS(BAGESHRIANG) (NIGHT),EK TAL,"BAIRAN HO GAYI RAAIN, VANDAN CHARAN TUMHARE PRABHU JI.",,,,,,,,,,,,CUT-01,,,,,06-07-2015 14:49,06-07-2015 14:49,Ingest,1,1,58
Marwa-2,Marwa,D#,HINDUSTANI CLASSICAL VOCAL BY PT. MANOJIT MALIK (TAAL-VILAMBIT EK TAAL & DRUT EK TAAL & DRUT TEEN TAAL),,,PT. MANOJIT MALIK,,,Vocal,"TABLA- PARIMAL CHAKRAVARTY,  HARMONIUM-  HIRANMAY MITTRA,  SARANGI-  SARWAR HUSSIAN",MARWA (EVENING),TEEN TAL,JIYA KULAYE  SHAN BHAI NA AAYE SHAYAM ALBELA MERE MANHARWA,,,,,RAVIVASURIYA AKHIL BHRTIYA SANGEET SHABHA,"TABLA- PARIMAL CHAKRAVARTY,  HARMONIUM-  HIRANMAY MITTRA,  SARANGI-  SARWAR HUSSIAN",,,,,,,,,,,06-02-2015 16:05,06-02-2015 16:05,Ingest,1,1,78
Shuddha_bairav-1,Shuddha_bairav,C#,HINDUSTANI CLASSICAL VOCAL BY MANI PRASAD,MANI PRASAD (VOCAL),,,,,Vocal,,SHUDDHA BHAIRAV (MORNING),EK TAL,GARIB NAWAZ GOSAINA.,,,,,SPECIAL RECORDING FOR AIR,,,,,,,CUT-02,,,,,23-07-2015 15:54,23-07-2015 15:54,Ingest,1,1,10
Megh-4,Megh,C#,HINDUSTANI CLASSICAL VOCAL BY SUKHADEV CHATURVEDI,SUKHDEV BIHARI CHATURVEDI (VOCAL),,SUKHADEV CHATURVEDI,,,Vocal," PAKHAWAJ-  MANIK MUNDE,  SARANGI- ANWAR HUSSAIN",MEGH (NIGHT),SOOL TAL,NACHAT MOORAN SANG,,,,,NATIONAL PROGRAMME OF MUSIC,,,,SWAMI HARI DAS,,,PART 02,NACHAT MOORAN SANG,,MUMBAI,,08-06-2015 12:29,08-06-2015 12:29,Ingest,1,1,31
Megh-1,Megh,D,HINDUSTANI CLASSICAL VOCAL BY SHRI GANPATI BHATT,GANAPATI BHAT (VOCAL),,SHRI GANPATI BHATT,,,Vocal,"  HARMONIUM-  DR. PANCHAKSHRI HIREMATH,  TABLA-  SHRI GOPALAKRISHNA HEGDE",MEGH (NIGHT),JHAPTAL,GARAJ GHATA,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 02,GARAJ GHATA,,DHARWAD,,01-06-2015 12:31,01-06-2015 12:31,Ingest,1,1,58
Megh-3,Megh,C#,HINDUSTANI CLASSICAL VOCAL DUET BY RAJESH MISHR AND GEETESH MISHR,,,RAJESH MISHR AND GEETESH MISHR,,,Vocal Duet," TABLA-  SUDHIR PANDEY,  SARANGI- KAMAL AHMED,   HARMONIUM-  VINAY MISHRA",MEGH (NIGHT),EK TAL,AYEE RI BARKHA,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,AYEE RI BARKHA,,DELHI,,25-05-2015 16:20,25-05-2015 16:20,Ingest,1,1,91
Mian_malhar-5,Mian_malhar,C,HINDUSTANI CLASSICAL VOCAL BY PT. YASH PAL,YASH PAL (PROF.) (VOCAL),,PT. YASH PAL,,,Vocal," TABLA-   PRASUN CHATTERJEE,  SARANGI-  PT. BHARAT BHUSHAN GOSWAMI,   HARMONIUM-   SAJJAD AHMED",MIAN KI MALHAR (NIGHT),EK TAL,UMADH GHAN GHUMADH BADARWA AYE,AGRA,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,UMADH GHAN GHUMADH BADARWA AYE,,JALANDHAR,,15-06-2015 16:16,15-06-2015 16:16,Ingest,1,1,30
Jaunpuri-1,Jaunpuri,C#,HINDUSTANI CLASSICAL VOCAL BY ASLAM KHAN,,,,,,Vocal,,JAUNPURI (MORNING),EK TAL,PIHARVA JAGO RE & TU AB RANG GHOLI,,,,,,,,,,,,CUT-03,,,,,14-07-2015 15:11,14-07-2015 15:11,Ingest,1,1,48
Bihag-6,Bihag,D,HINDUSTANI CLASSICAL VOCAL BY GIRISH CHATTOPADHYAY,,,GIRISH CHATTOPADHYAY`,,VOCAL RECITAL,Vocal," TABLA-  ASIT KUMAR JANA,   HARMONIUM-  HIRANMOY MITRA",BIHAG (NIGHT),EK TAL,KAISE SUKH SOVE NINDARIYA,,,,VILAMBIT &DRUT GAT,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,KAISE SUKH SOVE NINDARIYA,,WEST BENGAL,,03-08-2015 10:58,03-08-2015 10:58,Ingest,1,1,62
Deepak-1,Deepak,C#,HINDUSTANI CLASSICAL VOCAL BY INUDUDHAR NIRODI,,,,,,Vocal, TABLA-   PT. RAVINDER YAVGAL   HARMONIUM-   VASANT KAN KOUR,DEEPAK (NIGHT),EK TAL,"CHOWK PURWAO RE ALI,",,,,,RAVIVARSARIYA AKHIL BHARATIYA SANGEET SABHA,,,,,,,CUT-01,,,,,28-07-2015 11:11,28-07-2015 11:11,Ingest,1,1,113
Mian_malhar-3,Mian_malhar,E,HINDUSTANI CLASSICAL VOCAL BY,MADHAV INGLE (VOCAL),,PT. MADHAV INGALE,,,Vocal,"TABLA-  RAM DASS PARSULE 	  HARMONIUM-  SANJAY GOKTE,  VIOLIN-   PT. RATNAKR GOKHLE",MIAN MALHAR (NIGHT),,BIJLI CHAMKE BARSE MEHRAVA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 01,BIJLI CHAMKE BARSE MEHRAVA,,PUNE,,11-05-2015 16:29,26-05-2015 12:53,Manager,1,1,35
Mian_malhar-2,Mian_malhar,E,HINDUSTANI CLASSICAL VOCAL BY SMT. VIDYA KATGADE (TAAL-VILAMBIT IN EK TAAL & DRUT IN TEEN TAAL) PART 01,,,SMT. VIDYA KATGADE,,,Vocal,"TABLA-  SHRI MILIND POTEY,	  HARMONIUM-  CHAITANYA KUNTEY",MIAN MALHAR (NIGHT),TEEN TAL,KARIM NAAM TERO... BIJURI CHAMKE MEGHA,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,"TABLA-  SHRI MILIND POTEY,	  HARMONIUM-  CHAITANYA KUNTEY",,,,,,PART 01,,,,,11-02-2015 12:56,11-02-2015 12:56,Ingest,1,1,78
Mian_malhar-6,Mian_malhar,D#,HINDUSTANI CLASSICAL VOCAL BY SANJEEV CHIMALGI,,,SANJEEV CHIMALGI,,,Vocal," TABLA-  VISHWANATH SHIRODKER,   HARMONIUM-  SEEMA SHIRODKER",MIAN MALHAR (NIGHT),EK TAL,KAREEM NAAM TERO,,,,,RAVIVARSIYA AKHIL BHARTYA SANGEET SABHA (NATIONAL PROGRAMME OF MUSIC),,,,,,,PART 01,KAREEM NAAM TERO,,MUMBAI,,02-06-2015 12:02,02-06-2015 12:02,Ingest,1,1,74
Mian_malhar-1,Mian_malhar,E,HINDUSTANI CLASSICAL VOCAL BY SMT. VIDYA KATGARE,,,SMT. VIDYA KATGARE,,VOCAL RECITAL,Vocal," TABLA-  MILIND POTE,   HARMONIUM-  CHAITANYA KUNTE",MIAN MALHAR (NIGHT),EK TAL,KARIM NAAM TERO,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,PUNE,,08-06-2015 13:44,08-06-2015 13:44,Ingest,1,1,35
Mian_malhar-4,Mian_malhar,D,"HINDUSTANI CLASSICAL VOCAL BY DR. HARISH TIWARI, CUT- 01",,,DR. HARISH TIWARI,,VOCAL RECITAL,Vocal,TABLA-  VINOD LELE  HARMONIUM-  SHRIRAM HASABNIS,MIAN MALHAR (NIGHT),,,,,,,AKASHWANI SNGEET  SAMMELAN,,,,,,,,,,PUNE,,15-06-2015 14:51,15-06-2015 14:51,Ingest,1,1,78
Mishra_bhairavi-2,Mishra_bhairavi,D#,"HINDUSTANI CLASSICAL VOCAL BY VINAYAK TORVI, CUT- 03",VINAYAK TORVI (VOCAL),,VINAYAK TORVI,,VOCAL RECITAL,Vocal, HARMONIUM-  VYAS MURTI KATTI,MISHRA BHAIRAVI (ANYTIME),,MARATHI ABHANG,,,,,AKASHVANI SANGEET SAMMELAN,,,,SAINT TUKARAM,,,PART 1,,,INDORE,,02-06-2015 11:47,02-06-2015 11:47,Ingest,1,1,22
Mishra_bhairavi-1,Mishra_bhairavi,D,HINDUSTANI CLASSICAL VOCAL BY ALKA DEO MARULKAR,ALKA DEO MARULKAR (VOCAL),,ALKA DEO MARULKAR,,,Vocal,"TABLA-  VISHWANATH SHELUDKAR,  HARMONIUM-  VISHWANATH KANHERE",MISHRA BHAIRAVI (ANYTIME),,RAS KE BHARE TORE NAIN,,,,THUMARI,AKASHWANI SANGEET SAMMELAN OCTOBER 2009 (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 02,RAS KE BHARE TORE NAIN,,DELHI,,01-06-2015 14:30,01-06-2015 14:30,Ingest,1,1,29
Mishra_bhairavi-3,Mishra_bhairavi,C#,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal," TABLA-   USTAD HIDAYAT KHAN,   HARMONIUM-  SHARIEF AHMAD,  SARANGI- LIAQAT ALI KHAN",MISHRA BHAIRAVI (ANYTIME),,HO GAYEE DERIYA PIYA KE AWAN KI,,,,DADRA,"AKASHAVNI SANGEET SAMMELAN-2006, HYDERABAD (NATIONAL PROGRAMME OF MUSIC)",,,,,,,PART 05,HO GAYEE DERIYA PIYA KE AWAN KI,,DELHI,,05-06-2015 10:41,05-06-2015 10:41,Ingest,1,1,17
Mishra_desh-3,Mishra_desh,G#,HINDUSTANI CLASSICAL VOCAL BY SHUBHADA PARADKAR PART 03,,,SHUBHADA PARADKAR,,,Vocal," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",MISHRA DES (NIGHT),PASHTO,PAYIYA PARU SISH SAWARU,,,,TAPPA,NATIONAL PROG. OF MUSIC," VIOLIN-  MILIND AAYNGKAR, TABLA-  SAROD DATTA TRIYE GOPTE,  HARMONIUM-  GIRISH GOSWAMY, TANPURA- ANGLI JOSHI &  SHANEL ABHANKAR",,,,,,PART 03,,,AURANGABAD,,10-02-2015 11:57,10-02-2015 11:57,Ingest,1,1,22
Mishra_desh-2,Mishra_desh,G#,HINDUSTANI CLASSICAL VOCAL BY SMT. JAY SHREE RANDE (RAAG-THUMRI IN MISHR DESH) PART 03,,,SMT. JAY SHREE RANDE,,,Vocal,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",MISHRA DES (NIGHT),,,,,,THUMARI,NATIONAL PROG. OF MUSIC,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",,,,,,PART 03,,,,,05-02-2015 10:49,18-03-2015 12:08,Administrator,1,1,32
Mishra_desh-1,Mishra_desh,C#,"HINDUSTANI CLASSICAL VOCAL BY USTAD ASLAM KHAN, CUT- 02",ASLAM HUSSAIN KHAN (VOCAL),,USTAD ASLAM KHAN,,,Vocal," TABLA-  SHRI ANISH PRADHAN,   HARMONIUM-  SHRI SUDHIR NAYAK",MISHRA DES (NIGHT),ROOPAK,PAYYAN PADOONGI & BIJLI CHAMKE,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,,,,MUMBAI,,09-06-2015 15:02,09-06-2015 15:02,Ingest,1,1,40
Mishra_gara-1,Mishra_gara,D,"HINDUSTANI CLASSICAL VOCAL - DR. CHATANA BANAVAT, BARSAN LAAGI BADARIYA, PART 03",,,,,,,"TABLA-  VINOD LELE,  SARANGI-  GULAM ALI,  HARMONIUM-  VINAY MISHRA, TANPURA- SIKHA & RAKHA",MISHRA GARA (NIGHT),,BOL JIYA MORA NA LAGE,,,,,,,,,,,,PART 03,,,,,30-12-2014 12:38,30-12-2014 12:38,Ingest,1,1,48
Kaunsi_kanada-2,Kaunsi_kanada,G#,HINDUSTANI CLASSICAL VOCAL BY BHARATI VAISHAMPAYAN,,,BHARATI VAISHAMPAYAN,,,Vocal," TANPURA- HRISHIKESH BODAS''A' STAFF,  TABLA-  KEDAR VAISHAMPAYAN""BH'',   HARMONIUM-  CHINMAYA KOHATAKAR'B",KAUSHIK KANADA (NIGHT),EK TAL,RAJAN KE SIR TAJ,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,RAJAN KE SIR TAJ,,SRINAGAR,,17-06-2015 15:19,17-06-2015 15:19,Ingest,1,1,48
Mishra_jhinjhoti-1,Mishra_jhinjhoti,A,HINDUSTANI CLASSICAL VOCAL BY RAJSHREE PATHAK,,,RAJSHREE PATHAK,,,Vocal," TABLA-  SHRI KUBER NATH MISHRA,   HARMONIUM-  SHRI SUBHASH DASAKKAR,  SARANGI- SHRI NASEER KHAN",MISHRA JHINJHOTI (NIGHT),,SAKHI BARKHA RITU AYEE,,,,THUMARI,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,PART 01,SAKHI BARKHA RITU AYEE,,LUCKNOW,,05-06-2015 15:35,05-06-2015 15:35,Ingest,1,1,35
Bhopali-11,Bhopali,C#,HINDUSTANI CLASSICAL VOCAL BY L. K .PANDIT,L. K. PANDIT (VOCAL),,,,,Vocal,,BHOPALI (NIGHT),EK TAL,JAB HI SAB NIRPAT NIRASH BHAYE.,,,,,SPECIAL RECORDING FOR AIR ARCHIVES.,,,,,,,CUT-04,,,,,10-07-2015 16:19,10-07-2015 16:19,Ingest,1,1,9
Mishra_khamaj-8,Mishra_khamaj,A#,HINDUSTANI CLASSICAL VOCAL BY PROF. UMA GARG PART 03,,,PROF. UMA GARG,,,Vocal,"TABLA-  USTAD AKHATAR HASSAN,  SARANGI-  PT. BHARAT BHUSAN, TANPURA- SUMANT MUKHARJEE & SHIV DUBEY",THUMARI MISHRA KHAMAJ (EVENING),,MANAT NAHI SHYAM,,,,,AKASHVANI SANGEET SAMMELAN-2012,"TABLA-  USTAD AKHATAR HASSAN,  SARANGI-  PT. BHARAT BHUSAN, TANPURA- SUMANT MUKHARJEE & SHIV DUBEY",,,,,,PART 03,MANAT NAHI SHYAM,,,,04-02-2015 12:27,04-02-2015 12:27,Ingest,1,1,23
Mishra_khamaj-5,Mishra_khamaj,C#,HINDUSTANI CLASSICAL VOCAL BY MOHINDER SINGH PART 01,,,MOHINDER SINGH,,,Vocal,"TABLA-  SHRI KALE RAM,   SARANGI-  SHRI SEMENDER PAL SINGH",MISHRA KHAMAJ (EVENING),DEEPCHANDI,SHYAM SUNDER BANVARI,,,,THUMARI,,"TABLA-  SHRI KALE RAM,   SARANGI-  SHRI SEMENDER PAL SINGH",,,,,,PART 01,,,JALANDHAR,,06-02-2015 11:19,06-02-2015 11:19,Ingest,1,1,32
Mishra_khamaj-9,Mishra_khamaj,G#,HINDUSTANI CLASSICAL VOCAL BY SMT. JAY SHREE RANDE PART 01,,,SMT. JAY SHREE RANDE,,,,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",MISHRA KHAMAJ (EVENING),,,,,,THUMARI,NATIONAL PROG. OF MUSIC,"TABLA-  SHRI RAMDASS PARSULAY,  HARMONIUM-  SUYOG KUNDALKAR",,,,,,PART 01,,,,,04-02-2015 16:54,18-03-2015 12:11,Administrator,1,1,36
Mishra_khamaj-1,Mishra_khamaj,G#,HINDUSTANI CLASSICAL VOCAL BY SABITA DEVI,SAVITA DEVI (VOCAL),,SAVITA DEVI,,,Vocal,,MISHRA KHAMAJ (EVENING),,JAO WAHIN TUM SHYAM JAHAN SARI RAIN JAGE HO,,,,THUMARI,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 02,JAO WAHIN TUM SHYAM JAHAN SARI RAIN JAGE HO,,,,26-05-2015 11:06,26-05-2015 11:06,Ingest,1,1,47
Mishra_khamaj-7,Mishra_khamaj,G#,"HINDUSTANI CLASSICAL VOCAL BY SMT. MALASHRI PRASAD, CUT- 02",,,SMT. MALASHRI PRASAD,,VOCAL RECITAL,Vocal,,MISHRA KHAMAJ (EVENING),,BALI UMAR LADKIYA,,,,DADRA,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,,,,HYDRABAD,,09-06-2015 16:31,09-06-2015 16:31,Ingest,1,1,19
Mishra_pahadi-1,Mishra_pahadi,G#,"HINDUSTANI CLASSICAL VOCAL BY SMT. MALASHRI PRASAD, CUT- 04",,,SMT. MALASHRI PRASAD,,VOCAL RECITAL,Vocal," TABLA-  SHRI NAWAB ALI KHAN,  SARANGI- PANDIT BHARATBHUSHAN , GOSWAMI,   HARMONIUM-  SHRI BADLU KHAN",MISHRA PAHADI (NIGHT),,JAYE NA PAYO HAMARI GALI SHYAM,,,,DADRA,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,SANT THYAGA RAJA,,,,,,HYDRABAD,,09-06-2015 16:37,09-06-2015 16:37,Ingest,1,1,23
Mishra_pahadi-3,Mishra_pahadi,D#,HINDUSTANI CLASSICAL VOCAL BY MUJAHID HUSSAIN KHAN,,,MUJAHID HUSSAIN KHAN,,,Vocal," SARANGI-  BHARAT BHUSHAN GOSWAMI, TABLA-  PRASUN CHETTERJEE,  HARMONIUM-  SAJJAD AHMAD",MISHRA PAHADI (NIGHT),,SAJAN BIN MOHE NEEND NA AYE,,,,,RAVIVASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,PART 02,SAJAN BIN MOHE NEEND NA AYE,,DELHI,,25-05-2015 15:53,25-05-2015 15:53,Ingest,1,1,22
Mishra_pahadi-2,Mishra_pahadi,C,HINDUSTANI CLASSICAL VOCAL BY USTAD LAKSHMAN DAS SINDHU,,,USTAD LAKSHMAN DAS SINDHU,,,Vocal," TABLA-  SALEEM AHMED,  SARANGI- GHULAM SABIR",MISHRA PAHADI (NIGHT),,JO BHAROSA JANE TERA,,,,THUMARI,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 04,JO BHAROSA JANE TERA,,DELHI,,22-05-2015 16:20,22-05-2015 16:20,Ingest,1,1,32
Hindol-1,Hindol,C#,HINDUSTANI CLASSICAL VOCAL BY PT. PREM KUMAR MALIK- CUT 03,PREM KUMAR MALLIK (VOCAL),,,,VOCAL RECITAL,Dhrupad Dhamar," PAKHAWAJ-  TAPUS DAS,  SARANGI-  VINOD MISHRA",HINDOL (MORNING),,,DARBHANGA,,,,AKASHVANI SANGEET SAMMELAN,,,,,,,EPISOD- 01,,VOCAL,AGARTALA,,24-08-2015 15:34,30-05-2019 12:39,Manager,1,1,18
Mishra_pilu-3,Mishra_pilu,C#,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal," TABLA-   USTAD HIDAYAT KHAN,   HARMONIUM-  SHARIEF AHMAD,  SARANGI- LIAQAT ALI KHAN",MISHRA PILU (EVENING),GANESH TAL,NADIYA KINARE MORA GAON,,,,THUMARI,"AKASHAVNI SANGEET SAMMELAN-2006, HYDERABAD (NATIONAL PROGRAMME OF MUSIC)",,,,,,,PART 02,NADIYA KINARE MORA GAON,,DELHI,,05-06-2015 10:28,05-06-2015 10:28,Ingest,1,1,28
Mishra_pilu-1,Mishra_pilu,B,"HINDUSTANI CLASSICAL VOCAL BY SANCHAITA CHAUDHARY, PART- 02",,,SANCHAITA CHAUDHARY,,,Vocal," TABLA-  SAMAR SAHA, HARMONIUM-   HIRANMOY MITRA, SARANGI-  SARWAR HUSSAIN",THUMARI MISHRA PILU (EVENING),JHAPTAL,TUM RADHEY BANO SHYAM,,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 02,TUM RADHEY BANO SHYAM,,KOLKATA,,07-05-2015 11:54,07-05-2015 11:54,Ingest,1,1,33
Sohni-1,Sohni,D#,HINDUSTANI CLASSICAL VOCAL BY DR. SHASHANK MAKTEDAR,,,DR. SHASHANK MAKTEDAR,,VOCAL RECITAL,Vocal," TABLA-   BHARAT KAMAT,   HARMONIUM-   RAYA KORGAONKAR,  TANPURA-  DULARI MANKAD & POOJA CHAUDA",SOHINI (NIGHT),ROOPAK,"JIYARARE KAL NAHI AAYE, KAHE AB TUM AAYE HO",,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 02,JIYARARE KAL NAHI AAYE,,GUJARAT,,04-08-2015 12:16,04-08-2015 12:16,Ingest,1,1,35
Mishra_pilu-2,Mishra_pilu,C#,"HINDUSTANI CLASSICAL VOCAL BY MOHINDER SINGH, CUT- 03",,,MOHINDER SINGH,,VOCAL RECITAL,Vocal," TABLA-   KALIRAM,  SARANGI- SHAMINDER PAL SINGH, TANPURA- SATVANDER KAUR, SWARMANDAL-OMPRAKASH THAPA",MISHRA PILU (EVENING),,BERAN PARKHA KE RAAT,,,,THUMARI,NATIONAL PROGRAM OF MUSIC,,,,,,,PART 1,,,JALANDHAR,,29-05-2015 14:56,29-05-2015 14:56,Ingest,1,1,37
Mishra_pilu-4,Mishra_pilu,C#,"HINDUSTANI CLASSICAL VOCAL BY SHRI MOHINDER SINGH, CUT- 01",,,SHRI MOHINDER SINGH,,VOCAL RECITAL,Vocal,TABLA-  SHRI KALE RAM  SARANGI-  SHRI SHAMINDAR PAL SINGH,MISHRA PILU (EVENING),,HAY RAM VIRHA SATAYE,,,,,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,DELHI,,05-06-2015 11:48,05-06-2015 11:48,Ingest,1,1,40
Mishra_pilu-5,Mishra_pilu,C#,HINDUSTANI CLASSICAL VOCAL BY AFROZ BANO,AFROZ BANO (VOCAL),,AFROZ BANO,,,Vocal," TABLA-   USTAD HIDAYAT KHAN,   HARMONIUM-  SHARIEF AHMAD,  SARANGI- LIAQAT ALI KHAN",MISHRA PILU (EVENING),,PAPI RAKHO NA RAKHO,,,,DADRA,"AKASHAVNI SANGEET SAMMELAN-2006, HYDERABAD (NATIONAL PROGRAMME OF MUSIC)",,,,,,,PART 03,PAPI RAKHO NA RAKHO,,DELHI,,05-06-2015 10:31,05-06-2015 10:31,Ingest,1,1,14
Mishra_tilak_kamod-2,Mishra_tilak_kamod,G#,"HINDUSTANI CLASSICAL VOCAL BY SMT. MALASHRI PRASAD, CUT- 03",,,SMT. MALASHRI PRASAD,,VOCAL RECITAL,Vocal," TABLA-  SHRI NAWAB ALI KHAN,  SARANGI- PANDIT BHARATBHUSHAN , GOSWAMI,   HARMONIUM-  SHRI BADLU KHAN",MISHRA TILAK KAMOD (NIGHT),,MAHARAJ KIWARIYA KHOLO,,,,THUMARI,AKASHWANI SANGEET SAMMELAN (SPECIAL PROGRAMME OF MUSIC),,,,,,,,,,HYDRABAD,,09-06-2015 16:34,09-06-2015 16:34,Ingest,1,1,29
Mishra_tilak_kamod-1,Mishra_tilak_kamod,C#,HINDUSTANI CLASSICAL VOCAL BY SAVITA DEVI,SAVITA DEVI (VOCAL),,SAVITA DEVI,,,Vocal,,MISHRA TILAK KAMOD (NIGHT),,PIYA TORI TIRCHI NAZAR LAGE PYARI,,,,THUMARI,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 03,PIYA TORI TIRCHI NAZAR LAGE PYARI,,,,26-05-2015 11:09,26-05-2015 11:09,Ingest,1,1,29
Mishra_tilak_kamod-3,Mishra_tilak_kamod,C#,HINDUSTANI CLASSICAL VOCAL BY SAVITA DEVI,SAVITA DEVI (VOCAL),,SAVITA DEVI,,,Vocal,,MISHRA TILAK KAMOD (NIGHT),,PIYA TORI TIRCHI NAZAR LAAGE PYARI,,,,THUMARI,SPECIAL PROGRAMME OF MUSIC,,,,,,,PART 01,PIYA TORI TIRCHI NAZAR LAAGE PYARI,,,,26-05-2015 12:04,26-05-2015 13:00,Manager,1,1,29
Mishra_tilang-2,Mishra_tilang,G#,"HINDUSTANI CLASSICAL VOCAL BY SMT. AVANTIKA CHAKRAVERTY, TALA- ADA",,,SMT. AVANTIKA CHAKRAVERTY,,,Vocal," SARANGI- KANHIYA LAL MISHRA,   HARMONIUM-  MEHTAB KHAN,  TABLA-  NAND KISHOR MISHR",MISHRA TILANG (),,AB NA SATAO MOHE SHYAM,,,,,AKASHVANI SANGEET SAMMELAN-2013,,,,,,,PART 03,AB NA SATAO MOHE SHYAM,,VARANASI,,25-05-2015 12:16,25-05-2015 12:16,Ingest,1,1,28
Mishra_tilang-1,Mishra_tilang,C,HINDUSTANI CLASSICAL VOCAL BY USTAD LAKSHMAN DAS SINDHU,,,USTAD LAKSHMAN DAS SINDHU,,,Vocal," TABLA-  SALEEM AHMED,  SARANGI- GHULAM SABIR",MISHRA TILANG (),,DEKHE BINA CHAIN SURATYA,,,,THUMARI,NATIONAL PROGRAMME OF MUSIC,,,,,,,PART 01,DEKHE BINA CHAIN SURATYA,,DELHI,,22-05-2015 15:30,22-05-2015 15:30,Ingest,1,1,36
Bhairavi-12,Bhairavi,D#,HINDUSTANI CLASSICAL VOCAL BY VINAYAK TORVI,VINAYAK TORVI (VOCAL),,,,,Vocal, TABLA-   RAVINDRA YAVGAL  HARMONIUM-  DR.RAVINDRA KATODI,BHAIRAVI (MORNING),,HARI GUN GAVAT NACHO.,,,,BHAJAN,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-02,,,,,06-07-2015 16:45,06-07-2015 16:45,Ingest,1,1,22
Yaman-6,Yaman,C#,HINDUSTANI CLASSICAL VOCAL BY SANJEEV ABHYANKAR,,,,,,Vocal, TABLA-   SHRI KEDAR NATH PANDIT   HARMONIUM-  SHRI AJAY JOGLEKAR,YAMAN (EVENING),EK TAL,"KAHE SAKHI KAISE, JA JA RE PAGAL MAN WA",,,,,NATIONAL PROGRAMME OF MUSIC,,,,,,,CUT-01,,,,,28-07-2015 12:50,28-07-2015 12:50,Ingest,1,1,74
Nand-3,Nand,A,HINDUSTANI CLASSICAL VOCAL BY SADHNA DESHMUKH MOHITE,,,SADHNA DESHMUKH MOHITE,,VOCAL RECITAL,Vocal," TABLA-  MILIND POTE,   HARMONIUM-  MILIND KULKARNI",NAND (NIGHT),TEEN TAL,AI BARE SAYYAN TOHE,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,PUNE,,05-06-2015 16:07,05-06-2015 16:07,Ingest,1,1,81
Nand-2,Nand,A,HINDUSTANI CLASSICAL VOCAL BY RUNA DEY,,,RUNA DEY,,VOCAL RECITAL,Vocal," TABLA-  RAVINATH MISHRA  SARANGI- USTAD NASIR KHAN, TANPURA- KALYANI CHATERJEE",NAND (NIGHT),TEEN TAL,AI BARE SAYYAN,,,,VILAMBIT &DRUT GAT,RAVI VASARIYA AKHIL BHARTIYA SANGEET SABHA,,,,,,,,,,LUCKNOW,,05-06-2015 16:37,05-06-2015 16:37,Ingest,1,1,87
